Name,Address,Latitude,Longitude,Rating,Total Ratings,Place ID,Types,geometry,neighbourhood,neighbourhood_group,Popularity,Normalized Popularity
A Bronx Tale Street,"648 E 187th St, Bronx, NY 10458, United States",40.854865,-73.8861895,4.9,9.0,ChIJE_sg1YD0wokRtSkNmgX-3Gc,"tourist_attraction, point_of_interest, establishment",POINT (-73.8861895 40.854865),Belmont,Bronx,4.108629750668347,0.30664394863393
New York Botanical Garden,"2900 Southern Blvd, Bronx, NY 10458, United States",40.8622871,-73.8773946,4.7,11982.0,ChIJyRUHuHzzwokRPxVBNKhcP9c,"tourist_attraction, park, museum, point_of_interest, establishment",POINT (-73.8773946 40.8622871),,,4.681152881956594,0.781330826868106
Wave Hill Public Garden & Cultural Center,"4900 Independence Ave, Bronx, NY 10471, United States",40.8978516,-73.91144489999999,4.8,1807.0,ChIJC21UnrXzwokRn8wMoHqA8tw,"tourist_attraction, art_gallery, park, point_of_interest, establishment",POINT (-73.91144489999999 40.8978516),Riverdale,Bronx,4.676096040434593,0.7771381293426759
Bronx River Forest,"402 E Gun Hill Rd, Bronx, NY 10467, United States",40.8678483,-73.8737953,4.7,3465.0,ChIJo0PzfW_zwokRtrQaDkHzcjg,"tourist_attraction, park, point_of_interest, establishment",POINT (-73.8737953 40.8678483),,,4.639426626595093,0.7467350091351442
Bronx Zoo,"2300 Southern Blvd, Bronx, NY 10460, United States",40.85014150000001,-73.87672169999999,4.6,34246.0,ChIJi9JqUYP0wokRLhCVlxy0bgU,"zoo, tourist_attraction, point_of_interest, establishment",POINT (-73.87672169999999 40.85014150000001),,,4.594373750505698,0.7093810439630728
The Van Cortlandt House Museum,"6036 Broadway, Van Cortlandt Park, Bronx, NY 10471, United States",40.8911186,-73.8948241,4.7,168.0,ChIJA6A1Da_zwokRDfZVDZogISM,"museum, tourist_attraction, point_of_interest, establishment",POINT (-73.8948241 40.8911186),,,4.276316786384225,0.4456755984560182
Bartow-Pell Mansion Museum,"895 Shore Rd, Bronx, NY 10464, United States",40.8717842,-73.8055573,4.6,294.0,ChIJR1FZFvKMwokREfxW5wz6zlo,"museum, tourist_attraction, point_of_interest, establishment",POINT (-73.8055573 40.8717842),,,4.311796201939828,0.4750920745619992
Van Cortlandt Park,"Broadway and Van, Cortlandt Park South, Bronx, NY 10471, United States",40.8971354,-73.8860942,4.6,8623.0,ChIJx17hjwHzwokRARFWlFCCzLI,"park, tourist_attraction, point_of_interest, establishment",POINT (-73.8860942 40.8971354),,,4.578364712105643,0.6961077279233288
Pelham Bay Park,"Middletown Road & Stadium Avenue, NY 10465, United States",40.8667516,-73.81011029999999,4.5,9363.0,ChIJ0yDZfqCMwokR4_gc794XRHA,"park, tourist_attraction, point_of_interest, establishment",POINT (-73.81011029999999 40.8667516),,,4.483927576450623,0.6178085873932502
The Bronx Museum of the Arts,"1040 Grand Concourse, Bronx, NY 10456, United States",40.8311761,-73.91970239999999,4.4,1283.0,ChIJDbNgaTH0wokRRQPTw1E93GY,"tourist_attraction, museum, point_of_interest, establishment",POINT (-73.91970239999999 40.8311761),Concourse Village,Bronx,4.328873412919714,0.4892510273203768
Ferry Point Park,"10 Hutchinson Riv Pkwy, Bronx, NY 10465, United States",40.81149550000001,-73.8377874,4.4,1860.0,ChIJyXe8PCiLwokR_2SBQrbo2lM,"park, tourist_attraction, point_of_interest, establishment",POINT (-73.8377874 40.81149550000001),,,4.347178515839127,0.5044280423363812
Conspicuous Christmas Tree,"1949 Yates Ave, Bronx, NY 10461, United States",40.8538573,-73.8531778,0.0,0.0,ChIJd6e0HQD1wokR7MGrszj2k0M,"tourist_attraction, point_of_interest, establishment",POINT (-73.8531778 40.8538573),Morris Park,Bronx,4.0899849018621035,0.29118524558542763
The Museum of Bronx History (MBH) at the Valentine-Varian House,"3266 Bainbridge Ave, Bronx, NY 10467, United States",40.8773959,-73.8795128,4.5,15.0,ChIJx3nUwnLzwokRyAYZ6T6E6t4,"museum, tourist_attraction, point_of_interest, establishment",POINT (-73.8795128 40.8773959),Norwood,Bronx,4.105476656199808,0.30402967422604654
"Peggy Rockefeller Rose Garden, NYBG","Bronx Riv Pkwy, Bronx, NY 10467, United States",40.8590582,-73.87354309999999,4.7,452.0,ChIJFwd1aGLzwokRKTxiwXI1Xa8,"tourist_attraction, park, point_of_interest, establishment",POINT (-73.87354309999999 40.8590582),,,4.420592604929644,0.5652966830328177
Givan Square,"East Gun Hill Road &, Eastchester Rd, 10469, United States",40.8681914,-73.8429038,4.1,201.0,ChIJXTb0V0vzwokRynd0aew4TYI,"park, tourist_attraction, point_of_interest, establishment",POINT (-73.8429038 40.8681914),Pelham Gardens,Bronx,4.09343779161462,0.2940480844262282
Boston Garden,"2750 Boston Rd #4127, Bronx, NY 10469, United States",40.8659072,-73.8609273,4.2,32.0,ChIJ68kn0lzzwokRrGfhTlQ8kJU,"park, point_of_interest, establishment",POINT (-73.8609273 40.8659072),Allerton,Bronx,4.098488484326868,0.29823568388810945
Yankee Stadium Tours,"E 161 St, Bronx, NY 10451, United States",40.8292464,-73.92811019999999,4.4,222.0,ChIJeafA1TT0wokRCpYb471pSkc,"tourist_attraction, point_of_interest, establishment",POINT (-73.92811019999999 40.8292464),Concourse,Bronx,4.203930848528682,0.3856594122254546
Thain Family Forest,"Bronx Park Rd, Bronx, NY 10458, United States",40.8644046,-73.87572,4.7,290.0,ChIJaymNoGTzwokRkfzOB8PWP1U,"park, tourist_attraction, point_of_interest, establishment",POINT (-73.87572 40.8644046),,,4.3532354650466125,0.5094499430313882
"Bronx River Waterfall, NYBG","Howell Family Garden, 1575 Bronx Park Rd, Bronx, NY 10467, United States",40.8619042,-73.8748967,4.8,13.0,ChIJcVFcBz3zwokR0J1YPiDaHAw,"park, point_of_interest, establishment",POINT (-73.8748967 40.8619042),,,4.11335248737044,0.31055963521377916
Top of The Rock,"30 Rockefeller Plaza, New York, NY 10112, United States",40.7593495,-73.9794087,4.7,54811.0,ChIJe7vKMf9YwokRIMYfDz7iF9o,"tourist_attraction, point_of_interest, establishment",POINT (-73.9794087 40.7593495),Midtown,Manhattan,4.6957779833042474,0.7934567014802897
Bronx and Pelham Parkway,"Bronx, NY 10469, United States",40.8576281,-73.8619599,3.0,2.0,ChIJaV9YhzPzwokRG8Ud2I29sMc,"park, point_of_interest, establishment",POINT (-73.8619599 40.8576281),Allerton,Bronx,4.084307897164905,0.28647836215982647
Parkside Playground,"Arnow Ave. &, White Plains Rd, Bronx, NY 10467, United States",40.86845719999999,-73.8679831,3.5,15.0,ChIJI07HOUfzwokRs6rOgvq-bxQ,"park, tourist_attraction, point_of_interest, establishment",POINT (-73.8679831 40.86845719999999),Allerton,Bronx,4.067693280884946,0.2727029530907703
"Enid A. Haupt Conservatory, NYBG","Haupt Conservatory, Bronx Park Rd, Bronx, NY 10458, United States",40.8639333,-73.8820361,4.8,1922.0,ChIJl4gOCXzzwokRhl-oGTXjsmo,"museum, tourist_attraction, park, point_of_interest, establishment",POINT (-73.8820361 40.8639333),,,4.6822804828608175,0.7822657364357168
park for botanical,"600 Waring Ave, Bronx, NY 10467, United States",40.8613945,-73.8700119,0.0,0.0,ChIJfRIPTADzwokRORIfzp6XqCI,"park, point_of_interest, establishment",POINT (-73.8700119 40.8613945),Allerton,Bronx,4.0899849018621035,0.29118524558542763
Bronx Park,"V44F+MM, Bronx, NY 10467, United States",40.8566875,-73.8758125,4.4,75.0,ChIJgVlGVWnzwokROl5Hmd3EvRw,"park, point_of_interest, establishment",POINT (-73.8758125 40.8566875),,,4.140862653197645,0.33336869570856936
Yankee Stadium,"1 E 161 St, Bronx, NY 10451, United States",40.8296426,-73.9261745,4.7,51050.0,ChIJcWnnWiz0wokRCB6aVdnDQEk,"stadium, tourist_attraction, point_of_interest, establishment",POINT (-73.9261745 40.8296426),Concourse,Bronx,4.695469245460245,0.7932007226466792
Printer's Park,"1027 Hoe Ave, Bronx, NY 10459, United States",40.8239403,-73.8906954,3.9,139.0,ChIJ7y9so1X0wokR0otaHIHW4m8,"tourist_attraction, park, point_of_interest, establishment",POINT (-73.8906954 40.8239403),Longwood,Bronx,4.039297951077397,0.24915999084844812
Our Lady of Lourdes Grotto at St. Lucy's Church,"831 Mace Ave, Bronx, NY 10467, United States",40.8634134,-73.8618534,4.8,1031.0,ChIJi3p-UFzzwokR97_HPT9r-LE,"tourist_attraction, place_of_worship, point_of_interest, establishment",POINT (-73.8618534 40.8634134),Allerton,Bronx,4.608049704537383,0.7207199673556834
Woodlawn Cemetery • Conservancy,"4199 Webster Ave, Bronx, NY 10470, United States",40.888249,-73.872023,4.3,162.0,ChIJRzbhGRrzwokRNl-Q3H4dk_A,"cemetery, funeral_home, tourist_attraction, park, general_contractor, point_of_interest, establishment",POINT (-73.872023 40.888249),Woodlawn,Bronx,4.152526162704639,0.3430390734008592
"East Gate, NYBG","Bronx, NY 10467, United States",40.8617885,-73.8728586,4.6,78.0,ChIJ71G8lGPzwokROSVB5LQGsEw,"park, point_of_interest, establishment",POINT (-73.8728586 40.8617885),,,4.176465722850703,0.3628876951438175
Chesfrui Hill,"2900 Southern Blvd, Bronx, NY 10458, United States",40.861257,-73.8751037,5.0,3.0,ChIJm57JNRzzwokRwYv8zNrdv7I,"park, point_of_interest, establishment",POINT (-73.8751037 40.861257),,,4.097075928600841,0.29706451432084513
Pelham Parkway,"2215 Bronxwood Ave, Bronx, NY 10469, United States",40.8576105,-73.8527199,4.5,301.0,ChIJgRv641jzwokR3_uc14cy5Sg,"park, point_of_interest, establishment",POINT (-73.8527199 40.8576105),Pelham Gardens,Bronx,4.270679696209844,0.44100180871553996
Allerton Playground,"Stedman Pl &, Bouck Ave, Bronx, NY 10469, United States",40.8660735,-73.85055059999999,4.2,110.0,ChIJ2wWlS07zwokRdTu_0Sd5fTo,"park, point_of_interest, establishment",POINT (-73.85055059999999 40.8660735),Allerton,Bronx,4.114581773396999,0.31157885332832297
Pehlam Park,"2401 Laconia Ave, Bronx, NY 10469, United States",40.8614113,-73.8564682,0.0,0.0,ChIJc2WNNFrzwokRqWruTl6Onac,"park, point_of_interest, establishment",POINT (-73.8564682 40.8614113),Allerton,Bronx,4.0899849018621035,0.29118524558542763
Bronx Park East,"1940-1944 Unionport Road, Bronx, NY 10462, United States",40.8619729,-73.87134449999999,4.3,54.0,ChIJNaovopn0wokRqAnjrBFCmF0,"park, point_of_interest, establishment",POINT (-73.87134449999999 40.8619729),,,4.115995946126889,0.3127513635759433
Willis Avenue Bridge,"108 Willis Avenue Brg, Bronx, NY 10454, United States",40.8032623,-73.92953299999999,3.9,319.0,ChIJiYVB3Ob1wokRtZYhLjxY1ug,"tourist_attraction, point_of_interest, establishment",POINT (-73.92953299999999 40.8032623),,,4.00352957562243,0.21950393407739377
Peace Plaza,"Williamsbridge Rd/Pelham Py N, Bronx, NY 10469, United States",40.8578886,-73.8562942,5.0,1.0,ChIJ95DcMuDzwokR4NO_chcm4vw,"park, point_of_interest, establishment",POINT (-73.8562942 40.8578886),Allerton,Bronx,4.092360920395101,0.2931552355446406
The Ramble,"79th St Transverse, New York, NY 10024, United States",40.7778736,-73.9697174,4.7,650.0,ChIJ_1f3U5JYwokRH1_PRd1eIrI,"park, tourist_attraction, point_of_interest, establishment",POINT (-73.9697174 40.7778736),,,4.474199837704771,0.6097431841192272
Green Space,"V44G+MQ, Bronx, NY 10467, United States",40.8567318,-73.8731224,3.0,2.0,ChIJF9aKSaL1wokRIgVynr76t_A,"park, point_of_interest, establishment",POINT (-73.8731224 40.8567318),,,4.084307897164905,0.28647836215982647
Delilah palace,"3235 Hull Ave, Bronx, NY 10467, United States",40.8751031,-73.87594969999999,0.0,0.0,ChIJQctDIuXzwokRIgv7_nsVT_k,"park, point_of_interest, establishment",POINT (-73.87594969999999 40.8751031),Norwood,Bronx,4.0899849018621035,0.29118524558542763
Mosholu-Pelham Greenway,"795 Pelham Pkwy N, Bronx, NY 10467, United States",40.8574347,-73.8636549,4.7,15.0,ChIJyaX0u87zwokRg9Z3Nbevh8k,"park, point_of_interest, establishment",POINT (-73.8636549 40.8574347),Allerton,Bronx,4.11303333126278,0.3102950184531013
"Cherry Collection, NYBG","Bronx Park Rd Bronx Park Road, Bronx, New York, Bronx, New York 10467, United States, Bronx, NY 10467, United States",40.8630177,-73.8733866,4.3,7.0,ChIJJ5g3BmPzwokRlnK0JRlwg64,"park, point_of_interest, establishment",POINT (-73.8733866 40.8630177),,,4.093764093859444,0.29431862614846016
Throgs Neck Bridge,"Throgs Nck Brg, Bronx, NY 10465, United States",40.7999319,-73.7935481,4.2,353.0,ChIJzZ1BbQ3zwokRH8h_ZgLuavM,"tourist_attraction, point_of_interest, establishment",POINT (-73.7935481 40.7999319),,,4.14282208504942,0.3349932878656388
Pelham Academy Garden,"2441 Wallace Ave, Bronx, NY 10467, United States",40.86153530000001,-73.86525379999999,5.0,1.0,ChIJXXcjHKfzwokRGbNnIq4n7HA,"park, point_of_interest, establishment",POINT (-73.86525379999999 40.86153530000001),Allerton,Bronx,4.092360920395101,0.2931552355446406
Magnolia Collection,"Bronx Park Rd, Bronx, NY 10467, United States",40.8648856,-73.87369869999999,5.0,2.0,ChIJ9SWFUGTzwokRa6FopA6gWIw,"park, point_of_interest, establishment",POINT (-73.87369869999999 40.8648856),,,4.094724563831572,0.2951149651394826
Hamilton Grange National Memorial,"414 W 141st St, New York, NY 10031, United States",40.8214261,-73.94723909999999,4.4,793.0,ChIJ5wFJxXr2wokRQEmdWil_bEw,"tourist_attraction, museum, point_of_interest, establishment",POINT (-73.94723909999999 40.8214261),Harlem,Manhattan,4.299212112775595,0.4646584314926806
Mazzei Playground,"2484 Williamsbridge Rd, Bronx, NY 10469, United States",40.8626762,-73.8582626,4.0,86.0,ChIJF1mTmVvzwokRE_-TVq9PyKc,"park, point_of_interest, establishment",POINT (-73.8582626 40.8626762),Allerton,Bronx,4.073449214767786,0.27747527780020126
Lynch Triangle,"Givan Square, Bronx, NY 10469, United States",40.8685193,-73.8421655,0.0,0.0,ChIJz8eq2qTzwokRr1FIr8FOxIk,"park, point_of_interest, establishment",POINT (-73.8421655 40.8685193),Baychester,Bronx,4.0899849018621035,0.29118524558542763
Morris-Jumel Mansion,"65 Jumel Terrace, New York, NY 10032, United States",40.8344548,-73.9385727,4.5,466.0,ChIJqTIQToL2wokRKbmUA423_YY,"tourist_attraction, museum, point_of_interest, establishment",POINT (-73.9385727 40.8344548),Washington Heights,Manhattan,4.315299802489768,0.4779969584291168
The Little Red Lighthouse,"Fort Washington Park, Hudson River Greenway, New York, NY 10032, United States",40.8502813,-73.946979,4.7,587.0,ChIJZS7xxaL2wokRoRPOpwdppgg,"tourist_attraction, point_of_interest, establishment",POINT (-73.946979 40.8502813),Washington Heights,Manhattan,4.459519331797031,0.5975713728169255
Washington Irving's Sunnyside,"3 W Sunnyside Ln, Irvington, NY 10533, United States",41.0477983,-73.8685459,4.6,462.0,ChIJBySDZyLrwokRglFj3IGl4vM,"tourist_attraction, museum, point_of_interest, establishment",POINT (-73.8685459 41.0477983),,,4.369163782596355,0.5226563322932455
Crotona Park,"Charlotte St, Bronx, NY 10457, United States",40.8384993,-73.8951228,4.3,3953.0,ChIJj3iA1V30wokR1CMinu02jWs,"park, point_of_interest, establishment",POINT (-73.8951228 40.8384993),,,4.281493479241366,0.44996766638767394
Zimmerman Playground,"650 Britton St, Bronx, NY 10467, United States",40.866178,-73.8687372,3.9,120.0,ChIJCXtWMWbzwokRM8yJf_yNzbU,"park, point_of_interest, establishment",POINT (-73.8687372 40.866178),Allerton,Bronx,4.044570184285505,0.25353127261176883
St. Lucy Roman Catholic Church,"St. Lucy's Church, 833 Mace Ave, Bronx, NY 10467, United States",40.8634341,-73.8622803,4.8,352.0,ChIJ1b8pUVzzwokRqZh6In0sJVM,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",POINT (-73.8622803 40.8634341),Allerton,Bronx,4.430482605601258,0.5734966199226662
King Manor Museum,"150-03 Jamaica Ave, Queens, NY 11432, United States",40.7030183,-73.80375599999999,4.3,872.0,ChIJJ0v60WVgwokR7p3LmvgHMpk,"museum, tourist_attraction, art_gallery, point_of_interest, establishment",POINT (-73.80375599999999 40.7030183),Jamaica,Queens,4.236024108860704,0.41226838001525457
Crotona ParkWay Malls,"2104 Southern Blvd, Bronx, NY 10460, United States",40.8461065,-73.8841114,1.0,1.0,ChIJr_s26Sj1wokRYZQKz_lCVNY,"park, point_of_interest, establishment",POINT (-73.8841114 40.8461065),West Farms,Bronx,4.081917056165335,0.28449608268775284
Inwood Hill Park,"Payson Ave. &, Seaman Ave, New York, NY 10034, United States",40.8721829,-73.924776,4.7,3281.0,ChIJpUOPMe7zwokRJUQfPbEU1CI,"park, tourist_attraction, point_of_interest, establishment",POINT (-73.924776 40.8721829),Inwood,Manhattan,4.636383901859493,0.7442122438054395
Fort Totten Park,"Totten Ave. &, 15th Rd, Fort Totten, NY 11359, United States",40.7920899,-73.7760996,4.6,3222.0,ChIJbcUVg0aKwokReYezTpY55OA,"park, tourist_attraction, point_of_interest, establishment",POINT (-73.7760996 40.7920899),Bay Terrace,Queens,4.54594179592434,0.6692254378912731
Chrysler Building,"405 Lexington Ave, New York, NY 10174, United States",40.7516208,-73.97550199999999,4.6,5836.0,ChIJeWPFRwJZwokRGD60OOo74RU,"tourist_attraction, point_of_interest, establishment",POINT (-73.97550199999999 40.7516208),Midtown,Manhattan,4.568667454569206,0.6880675970432948
The Tour at NBC Studios,"30 Rockefeller Plaza, New York, NY 10112, United States",40.7593651,-73.98009789999999,4.6,964.0,ChIJl61Ywf5YwokRWtmFUFfO_ms,"tourist_attraction, point_of_interest, establishment",POINT (-73.98009789999999 40.7593651),Midtown,Manhattan,4.455255744807818,0.5940363736398001
"Holiday Train Show, NYBG","2900 Southern Blvd, Bronx, NY 10458, United States",40.863973,-73.88189179999999,4.6,92.0,ChIJi6HCUUbzwokRxn1ZCQGzTlc,"tourist_attraction, point_of_interest, establishment",POINT (-73.88189179999999 40.863973),,,4.188975174074522,0.3732594548603129
Givans Creek Woods,"4567, 1000 Baychester Ave, Bronx, NY 10475, United States",40.8791799,-73.8305113,4.2,166.0,ChIJgZk8XsWMwokR1QLdmJSK07A,"park, tourist_attraction, point_of_interest, establishment",POINT (-73.8305113 40.8791799),Co-op City,Bronx,4.123310643268839,0.3188160805485625
"Kiddie Park, Alcott Place","Alcott Pl, Bronx, NY 10475, United States",40.8720849,-73.8301286,0.0,0.0,ChIJu6aSz2yNwokRutpGLYjSBZ8,"park, point_of_interest, establishment",POINT (-73.8301286 40.8720849),Co-op City,Bronx,4.0899849018621035,0.29118524558542763
"Harley J. Mosley, Sr. Veteran's Memorial Park","4A Asch Loop, Bronx, NY 10475, United States",40.8693619,-73.830383,0.0,0.0,ChIJwVejH5qNwokRAfs9FdEmLwk,"park, point_of_interest, establishment",POINT (-73.830383 40.8693619),Co-op City,Bronx,4.0899849018621035,0.29118524558542763
Joyce Kilmer Park,"955 Walton Ave, Bronx, NY 10452, United States",40.8286949,-73.9224792,4.4,1541.0,ChIJh8E3XTL0wokRooNttlAWr5s,"park, tourist_attraction, point_of_interest, establishment",POINT (-73.9224792 40.8286949),Concourse,Bronx,4.33841613755139,0.4971630328232219
Baychester Park,"1825 E Gun Hill Rd, Bronx, NY 10469, United States",40.8638746,-73.8321362,0.0,0.0,ChIJ_6cgoSSNwokRjL-FZmsrwFw,"park, point_of_interest, establishment",POINT (-73.8321362 40.8638746),Baychester,Bronx,4.0899849018621035,0.29118524558542763
Northeast Educational Park,"Bronx, NY 10475, United States",40.8740741,-73.8305687,5.0,2.0,ChIJIR4lh8iMwokRwkigEwrhiv0,"park, point_of_interest, establishment",POINT (-73.8305687 40.8740741),Co-op City,Bronx,4.094724563831572,0.2951149651394826
Edgar Allan Poe Cottage,"2640 Grand Concourse, Bronx, NY 10458, United States",40.8650401,-73.8946978,4.4,205.0,ChIJ1YpqNYHzwokRoH-gJs0TW1g,"museum, tourist_attraction, lodging, point_of_interest, establishment",POINT (-73.8946978 40.8650401),Fordham,Bronx,4.198252525572953,0.3809514358134009
Cavanagh Triangle,"Givan Square, Bronx, NY 10469, United States",40.8690396,-73.84280389999999,5.0,1.0,ChIJRZVWq3jzwokRCtBBcZD2XJw,"park, point_of_interest, establishment",POINT (-73.84280389999999 40.8690396),Baychester,Bronx,4.092360920395101,0.2931552355446406
Hutchinson River Greenway Entrance,"Hutchinson River Parkway East &, Bartow Ave, Bronx, NY, United States",40.86862989999999,-73.8222186,0.0,0.0,ChIJk9DXz5-NwokR3_ItYtwKJ3Q,"park, point_of_interest, establishment",POINT (-73.8222186 40.86862989999999),Co-op City,Bronx,4.0899849018621035,0.29118524558542763
Billy Beez Bay Plaza,"200 313, 316 Baychester Ave 313 - 316, Bronx, NY 10475, United States",40.8632774,-73.8274078,4.0,1504.0,ChIJ35A9j7qMwokRGiFgW5NEBJc,"point_of_interest, establishment",POINT (-73.8274078 40.8632774),Co-op City,Bronx,4.018225998150225,0.2316889420704019
Colucci Playground,"Hutchinson River Pkwy. E. bet. Wilkinson Ave. and E. 197 St, Bronx, NY 10461, United States",40.8527283,-73.8346108,4.4,333.0,ChIJe82E56mMwokR1P82IGVW-yQ,"tourist_attraction, park, point_of_interest, establishment",POINT (-73.8346108 40.8527283),Pelham Bay,Bronx,4.234369555959893,0.41089656722999307
Washington Bridge,"Bronx, NY 10453, United States",40.8467073,-73.9279615,4.2,354.0,ChIJ20Qhjxj0wokRYEZlXBIvEwE,"tourist_attraction, point_of_interest, establishment",POINT (-73.9279615 40.8467073),,,4.142899772433864,0.3350576995548525
Glen Island Park,"Weyman Ave, New Rochelle, NY 10805, United States",40.8863627,-73.7835815,4.6,3314.0,ChIJqWjQprKNwokRM1TCbti9bMs,"park, tourist_attraction, point_of_interest, establishment",POINT (-73.7835815 40.8863627),,,4.547287400571245,0.6703410973891518
Edge,"30 Hudson Yards, New York, NY 10001, United States",40.7541236,-74.00097439999999,4.5,19423.0,ChIJ3aqq5Q1ZwokRb9hLO7Gyxgw,"tourist_attraction, point_of_interest, establishment",POINT (-74.00097439999999 40.7541236),Chelsea,Manhattan,4.492091604772094,0.6245774966406626
Co-op City Greenway,"Bronx, NY 10475, United States",40.8740777,-73.8278469,4.7,226.0,ChIJm2DXRMaMwokRtMMtdMysYHY,"park, point_of_interest, establishment",POINT (-73.8278469 40.8740777),Co-op City,Bronx,4.316733935051519,0.4791860176504964
The Plant,"1 Glenwood Ave, Yonkers, NY 10701, United States",40.9515941,-73.899395,4.6,26.0,ChIJw2KSi_LtwokRxIoIlKvRSeA,"tourist_attraction, point_of_interest, establishment",POINT (-73.899395 40.9515941),,,4.122485863998342,0.31813224460246997
THE FIELD,"140 Benchley Pl, Bronx, NY 10475, United States",40.8743835,-73.8279936,0.0,0.0,ChIJK6q5UwCNwokRgO-OmU0EwcI,"park, point_of_interest, establishment",POINT (-73.8279936 40.8743835),Co-op City,Bronx,4.0899849018621035,0.29118524558542763
Section 5 Big Playground,"100 Elgar Pl, Bronx, NY 10475, United States",40.864047,-73.82064419999999,4.2,18.0,ChIJK6ZjyL2MwokRJGHLpCL33Rk,"park, point_of_interest, establishment",POINT (-73.82064419999999 40.864047),Co-op City,Bronx,4.094935581278309,0.29528992263477016
The Loch,"Central Park W, New York, NY 10026, United States",40.7946276,-73.95818659999999,4.6,220.0,ChIJyd8AOx_2wokRdOrcQAFsr_I,"park, tourist_attraction, point_of_interest, establishment",POINT (-73.95818659999999 40.7946276),,,4.276369156995554,0.4457190196570921
East Coast Greenway,"Bronx and Pelham Pkwy, Bronx, NY 10469, United States",40.8580415,-73.8465028,4.2,24.0,ChIJsRlyPILzwokRiMB1oQ9I5ag,"park, point_of_interest, establishment",POINT (-73.8465028 40.8580415),Pelham Gardens,Bronx,4.096488257417053,0.29657726798193684
Haffen Park,"Ely Ave &, Hammersley Ave, 10469, United States",40.8736837,-73.8391073,4.3,449.0,ChIJcZPQEsqMwokRzsIKGkFT6FQ,"park, point_of_interest, establishment",POINT (-73.8391073 40.8736837),Baychester,Bronx,4.203458763551533,0.3852680000155061
Hunter's Point South Park,"Center Blvd, Long Island City, NY 11101, United States",40.7422936,-73.9606831,4.8,4763.0,ChIJq4RIHhhZwokRki-8itJRkCM,"park, tourist_attraction, point_of_interest, establishment",POINT (-73.9606831 40.7422936),Long Island City,Queens,4.747283621479363,0.8361607413009883
The Battery,"New York, NY 10004, United States",40.70293119999999,-74.0153603,4.6,69924.0,ChIJraKL-BJawokREpxDmF5GcL4,"park, tourist_attraction, point_of_interest, establishment",POINT (-74.0153603 40.70293119999999),Financial District,Manhattan,4.597228888466295,0.7117482784927837
Central Park,"New York, NY, United States",40.7825547,-73.9655834,4.8,267925.0,ChIJ4zGFAZpYwokRGUGph3Mf37k,"park, tourist_attraction, point_of_interest, establishment",POINT (-73.9655834 40.7825547),,,4.798989121538056,0.8790304893846531
Bethesda Terrace,"New York, NY 10024, United States",40.7739528,-73.97096570000001,4.7,10202.0,ChIJEYYWppJYwokRUTul6ztwlJ0,"tourist_attraction, point_of_interest, establishment",POINT (-73.97096570000001 40.7739528),,,4.677983204129944,0.7787028029677355
Fort Greene Park,"Dekalb Avenue &, S Portland Ave, 11205, United States",40.6914322,-73.975246,4.6,6179.0,ChIJvf6v7bZbwokRUO0-u24i73g,"park, tourist_attraction, point_of_interest, establishment",POINT (-73.975246 40.6914322),Fort Greene,Brooklyn,4.570305476682109,0.6894257039227549
Baychester,"Baychester, Bronx, NY, USA",40.8693862,-73.83308439999999,,,ChIJbyheFreMwokRavVhLLJmJ8I,"neighborhood, political",POINT (-73.83308439999999 40.8693862),Co-op City,Bronx,,
Brooklyn Bridge Park,"Brooklyn, NY 11201, United States",40.7022422,-73.9958601,4.8,38553.0,ChIJjaFpo0ZawokRBcOFUZ13CaE,"park, tourist_attraction, point_of_interest, establishment",POINT (-73.9958601 40.7022422),Brooklyn Heights,Brooklyn,4.793033882946226,0.874092918373444
Burns Playground,"2507A Lodovick Ave, Bronx, NY 10469, United States",40.8632649,-73.8365765,4.3,87.0,ChIJF9YDG7KMwokRdK0bSdzFDm4,"park, point_of_interest, establishment",POINT (-73.8365765 40.8632649),Pelham Gardens,Bronx,4.128942926463377,0.32348588475530243
Intrepid Museum,"Pier 86, W 46th St, New York, NY 10036, United States",40.76488010000001,-74.0008306,4.6,38461.0,ChIJnxlg1U5YwokR8T90UrZiIwI,"museum, tourist_attraction, point_of_interest, establishment",POINT (-74.0008306 40.76488010000001),Hell's Kitchen,Manhattan,4.594984275995966,0.7098872391248399
Ralph H. Hoist Triangle,"Hicks St &, E 215th St, Bronx, NY 10469, United States",40.8770974,-73.85215509999999,3.0,2.0,ChIJ-Y0GDlHzwokRix3GZ6LdWnE,"park, point_of_interest, establishment",POINT (-73.85215509999999 40.8770974),Williamsbridge,Bronx,4.084307897164905,0.28647836215982647
Queens Botanical Garden,"43-50 Main St, Queens, NY 11355, United States",40.75123929999999,-73.8261905,4.3,2488.0,ChIJTRRcxWxgwokR0_x-YAJbLgU,"tourist_attraction, park, point_of_interest, establishment",POINT (-73.8261905 40.75123929999999),Flushing,Queens,4.272046770909869,0.44213526933259417
Rockefeller Fountain,"Bronx Park Rd, Bronx, NY 10460, United States",40.8538218,-73.87773250000001,4.7,167.0,ChIJkeHPVoP0wokRd7u5_yfCMi0,"tourist_attraction, park, point_of_interest, establishment",POINT (-73.87773250000001 40.8538218),,,4.275545050111701,0.4450357411961023
